Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Serious,13:37,Thursday,Rainy,Daylight,Urban Road,Under Construction,Police Checkpost,113,5
0,Serious,19:51,Saturday,Hazy,Daylight,National Highway,Wet,Police Checkpost,30,1
0,Minor,6:9,Friday,Clear,Dark,National Highway,Under Construction,Police Checkpost,30,3
0,Minor,12:36,Wednesday,Rainy,Dawn,State Highway,Under Construction,Signs,49,2
0,Minor,3:25,Friday,Clear,Dark,Village Road,Wet,Unknown,89,5
0,Serious,9:16,Friday,Foggy,Dusk,Village Road,Dry,Police Checkpost,86,4
1,Minor,18:50,Wednesday,Rainy,Dusk,Village Road,Under Construction,Signals,106,4
0,Minor,19:12,Saturday,Clear,Daylight,Urban Road,Damaged,Unknown,103,5
1,Fatal,11:24,Tuesday,Foggy,Dusk,Urban Road,Under Construction,Signals,103,3
1,Serious,1:32,Tuesday,Foggy,Dusk,National Highway,Under Construction,Signs,112,4
0,Minor,7:33,Friday,Rainy,Dawn,Urban Road,Wet,Unknown,99,3
0,Fatal,1:52,Tuesday,Rainy,Dark,State Highway,Under Construction,Signs,116,3
0,Serious,1:9,Monday,Foggy,Dawn,State Highway,Under Construction,Signals,72,4
0,Serious,20:9,Monday,Hazy,Daylight,Village Road,Wet,Unknown,118,3
0,Serious,10:4,Sunday,Stormy,Daylight,Village Road,Wet,Signs,98,4
0,Serious,13:6,Monday,Foggy,Dusk,National Highway,Wet,Police Checkpost,119,4
0,Minor,19:8,Thursday,Stormy,Dawn,Urban Road,Wet,Signs,58,4
0,Serious,5:31,Thursday,Foggy,Dawn,State Highway,Dry,Signs,63,2
0,Serious,6:1,Thursday,Hazy,Daylight,National Highway,Wet,Police Checkpost,75,3
0,Fatal,13:56,Friday,Rainy,Dawn,Village Road,Under Construction,Signals,46,1
0,Serious,13:38,Saturday,Clear,Daylight,State Highway,Under Construction,Signals,65,2
0,Serious,13:38,Saturday,Foggy,Dark,State Highway,Damaged,Police Checkpost,109,3
0,Minor,19:33,Tuesday,Rainy,Dusk,Village Road,Dry,Unknown,91,3
0,Minor,4:14,Wednesday,Rainy,Dawn,Village Road,Dry,Police Checkpost,97,5
0,Minor,22:50,Wednesday,Clear,Dusk,State Highway,Dry,Unknown,119,4
0,Serious,21:40,Sunday,Stormy,Dark,Urban Road,Dry,Signs,89,1
0,Serious,22:40,Sunday,Hazy,Dawn,Village Road,Damaged,Police Checkpost,73,4
1,Fatal,3:47,Wednesday,Clear,Daylight,Village Road,Damaged,Signals,117,4
0,Minor,4:2,Tuesday,Rainy,Dark,Village Road,Wet,Unknown,72,1
0,Fatal,12:36,Monday,Hazy,Dusk,National Highway,Under Construction,Signs,58,3
0,Fatal,23:10,Tuesday,Rainy,Daylight,State Highway,Wet,Signs,105,4
0,Minor,10:31,Monday,Stormy,Dusk,Urban Road,Wet,Unknown,108,5
0,Serious,21:50,Saturday,Stormy,Dusk,State Highway,Damaged,Unknown,67,5
0,Serious,7:42,Friday,Rainy,Dawn,Urban Road,Wet,Police Checkpost,52,1
0,Serious,17:36,Tuesday,Stormy,Daylight,State Highway,Wet,Signals,36,4
0,Fatal,21:57,Thursday,Clear,Dusk,National Highway,Dry,Signals,120,2
0,Serious,6:11,Wednesday,Stormy,Dusk,National Highway,Damaged,Signs,66,1
0,Serious,1:49,Sunday,Stormy,Daylight,Urban Road,Damaged,Signs,63,4
1,Serious,6:53,Thursday,Clear,Dawn,State Highway,Dry,Police Checkpost,118,5
0,Minor,1:11,Monday,Rainy,Dusk,National Highway,Damaged,Signals,38,3
0,Fatal,1:27,Tuesday,Foggy,Dark,Village Road,Under Construction,Signals,113,5
0,Serious,6:36,Thursday,Hazy,Dusk,National Highway,Under Construction,Unknown,40,3
0,Minor,12:59,Monday,Hazy,Dawn,National Highway,Damaged,Unknown,64,5
0,Minor,5:49,Sunday,Rainy,Daylight,State Highway,Under Construction,Unknown,92,4
0,Minor,1:14,Wednesday,Rainy,Dark,Urban Road,Damaged,Police Checkpost,58,2
0,Minor,12:0,Sunday,Foggy,Dawn,Village Road,Wet,Police Checkpost,107,2
0,Serious,1:51,Wednesday,Clear,Daylight,State Highway,Wet,Police Checkpost,68,3
0,Serious,18:12,Thursday,Stormy,Dawn,National Highway,Dry,Signs,53,3
1,Fatal,16:30,Friday,Clear,Daylight,Urban Road,Wet,Signals,46,5
0,Fatal,16:28,Sunday,Hazy,Daylight,State Highway,Dry,Police Checkpost,66,1
1,Serious,22:45,Monday,Hazy,Dark,Village Road,Under Construction,Signs,47,3
0,Minor,4:34,Sunday,Rainy,Dawn,Urban Road,Damaged,Signs,89,3
0,Minor,1:49,Sunday,Rainy,Daylight,State Highway,Under Construction,Signals,113,3
0,Minor,1:8,Tuesday,Stormy,Dawn,Urban Road,Damaged,Police Checkpost,82,3
0,Minor,3:29,Sunday,Stormy,Daylight,Urban Road,Damaged,Unknown,63,1
0,Serious,12:46,Tuesday,Foggy,Daylight,National Highway,Wet,Police Checkpost,72,1
0,Minor,23:12,Saturday,Hazy,Daylight,State Highway,Wet,Unknown,65,3
0,Fatal,11:35,Saturday,Rainy,Daylight,National Highway,Damaged,Police Checkpost,103,3
0,Serious,17:10,Sunday,Foggy,Dawn,Village Road,Under Construction,Police Checkpost,108,2
0,Fatal,11:50,Sunday,Foggy,Daylight,Village Road,Under Construction,Signals,86,5
0,Fatal,10:44,Wednesday,Rainy,Dawn,National Highway,Dry,Unknown,52,4
0,Serious,3:25,Friday,Stormy,Dusk,State Highway,Under Construction,Signs,107,3
0,Serious,21:38,Wednesday,Rainy,Dawn,Urban Road,Under Construction,Police Checkpost,93,5
0,Minor,21:45,Thursday,Stormy,Dark,State Highway,Dry,Police Checkpost,77,3
0,Minor,16:13,Saturday,Clear,Daylight,State Highway,Damaged,Signs,75,1
0,Minor,9:13,Monday,Foggy,Daylight,Village Road,Damaged,Police Checkpost,82,2
0,Serious,2:23,Monday,Rainy,Dusk,Urban Road,Wet,Signals,88,3
0,Fatal,23:16,Saturday,Hazy,Daylight,Urban Road,Dry,Signals,96,5
1,Serious,3:6,Thursday,Hazy,Dark,Urban Road,Dry,Unknown,120,4
0,Minor,23:22,Friday,Foggy,Dawn,Village Road,Wet,Signals,45,5
0,Minor,18:3,Friday,Stormy,Dusk,Village Road,Under Construction,Unknown,83,5
0,Minor,1:36,Tuesday,Clear,Dark,Village Road,Damaged,Signs,35,5
0,Minor,0:52,Sunday,Stormy,Daylight,Village Road,Under Construction,Police Checkpost,44,4
0,Minor,5:18,Saturday,Hazy,Dawn,Village Road,Under Construction,Police Checkpost,90,4
0,Serious,18:23,Friday,Rainy,Dark,State Highway,Dry,Signals,60,4
0,Serious,22:35,Thursday,Hazy,Dark,National Highway,Dry,Signs,67,1
0,Minor,5:18,Monday,Hazy,Dark,State Highway,Wet,Signals,96,1
0,Fatal,4:22,Wednesday,Stormy,Dawn,Urban Road,Under Construction,Signs,47,1
1,Minor,1:9,Friday,Hazy,Dawn,National Highway,Damaged,Police Checkpost,94,4
0,Fatal,12:46,Sunday,Clear,Dawn,Urban Road,Wet,Signs,54,3
0,Fatal,14:33,Friday,Clear,Dusk,Village Road,Dry,Unknown,54,2
0,Serious,18:17,Monday,Hazy,Dawn,State Highway,Damaged,Police Checkpost,111,1
0,Fatal,23:5,Wednesday,Hazy,Daylight,State Highway,Wet,Police Checkpost,60,5
0,Fatal,8:10,Sunday,Foggy,Daylight,Urban Road,Under Construction,Signals,113,3
0,Minor,17:25,Monday,Clear,Dusk,National Highway,Under Construction,Signals,68,5
0,Fatal,0:32,Thursday,Foggy,Dawn,Village Road,Damaged,Unknown,98,2
1,Serious,12:45,Thursday,Rainy,Dawn,National Highway,Wet,Signs,60,5
0,Serious,21:7,Wednesday,Rainy,Daylight,National Highway,Damaged,Signals,79,1
0,Fatal,5:12,Wednesday,Hazy,Dark,Urban Road,Dry,Unknown,50,1
0,Minor,7:8,Wednesday,Clear,Dawn,Village Road,Wet,Signals,119,5
1,Serious,16:10,Sunday,Rainy,Dawn,State Highway,Damaged,Unknown,35,1
0,Serious,6:31,Tuesday,Hazy,Dawn,Urban Road,Damaged,Unknown,82,4
1,Minor,16:18,Monday,Hazy,Dawn,Village Road,Under Construction,Police Checkpost,118,3
0,Serious,8:7,Friday,Stormy,Dusk,National Highway,Dry,Unknown,49,5
0,Serious,7:10,Thursday,Hazy,Dawn,State Highway,Wet,Police Checkpost,66,5
0,Minor,2:14,Wednesday,Clear,Dawn,National Highway,Under Construction,Signs,78,1
1,Fatal,6:37,Thursday,Foggy,Dusk,Urban Road,Damaged,Signs,55,3
0,Fatal,16:38,Sunday,Clear,Dark,Village Road,Dry,Unknown,85,1
0,Fatal,9:21,Monday,Stormy,Dusk,National Highway,Wet,Signs,52,2
0,Serious,23:32,Friday,Clear,Daylight,Village Road,Wet,Unknown,116,3
0,Fatal,11:29,Monday,Rainy,Dark,Urban Road,Damaged,Police Checkpost,108,1
1,Minor,7:21,Sunday,Foggy,Dark,Urban Road,Wet,Unknown,102,3
0,Fatal,0:28,Friday,Foggy,Daylight,Urban Road,Under Construction,Signs,71,2
0,Fatal,20:21,Thursday,Clear,Daylight,National Highway,Damaged,Police Checkpost,103,5
1,Serious,3:9,Monday,Stormy,Dawn,State Highway,Wet,Signs,117,3
0,Fatal,21:11,Tuesday,Rainy,Daylight,State Highway,Damaged,Signs,78,5
0,Fatal,13:56,Sunday,Foggy,Dusk,Urban Road,Wet,Signals,78,3
1,Fatal,0:17,Friday,Foggy,Dawn,State Highway,Under Construction,Signs,58,3
0,Minor,20:59,Wednesday,Rainy,Dusk,Village Road,Damaged,Signs,75,4
1,Serious,8:29,Thursday,Rainy,Dawn,National Highway,Wet,Unknown,49,4
0,Serious,16:30,Monday,Clear,Daylight,State Highway,Wet,Signals,100,4
1,Minor,3:13,Saturday,Clear,Dawn,National Highway,Under Construction,Unknown,46,5
0,Fatal,10:26,Saturday,Rainy,Dusk,State Highway,Wet,Signals,120,5
1,Serious,9:54,Monday,Rainy,Daylight,State Highway,Under Construction,Police Checkpost,114,2
0,Serious,13:21,Tuesday,Clear,Dark,National Highway,Dry,Unknown,110,3
1,Minor,7:41,Tuesday,Rainy,Dark,Village Road,Dry,Signals,43,1
0,Fatal,3:0,Friday,Foggy,Daylight,State Highway,Dry,Unknown,47,5
0,Minor,20:45,Thursday,Rainy,Dawn,State Highway,Under Construction,Unknown,58,1
0,Minor,18:54,Sunday,Hazy,Dawn,State Highway,Wet,Signals,45,5
0,Minor,8:50,Tuesday,Clear,Daylight,Village Road,Dry,Police Checkpost,80,1
0,Serious,5:44,Sunday,Rainy,Daylight,Urban Road,Under Construction,Police Checkpost,118,2
0,Serious,0:14,Friday,Hazy,Dusk,Urban Road,Wet,Unknown,104,5
0,Fatal,20:26,Monday,Foggy,Dusk,State Highway,Damaged,Police Checkpost,67,4
0,Fatal,5:53,Wednesday,Foggy,Dark,Village Road,Damaged,Police Checkpost,84,3
0,Fatal,5:46,Friday,Clear,Dusk,Urban Road,Under Construction,Unknown,82,5
0,Serious,14:4,Wednesday,Rainy,Dusk,National Highway,Wet,Unknown,82,5
0,Fatal,8:27,Tuesday,Hazy,Daylight,National Highway,Under Construction,Signals,77,3
0,Serious,20:2,Saturday,Stormy,Daylight,National Highway,Under Construction,Police Checkpost,117,4
1,Fatal,7:17,Thursday,Hazy,Dusk,Urban Road,Damaged,Signs,37,5
0,Serious,10:7,Wednesday,Foggy,Daylight,State Highway,Dry,Signals,50,4
0,Minor,15:13,Tuesday,Stormy,Dawn,Urban Road,Dry,Unknown,117,4
0,Fatal,3:41,Wednesday,Clear,Dark,Urban Road,Damaged,Police Checkpost,70,1
0,Serious,9:16,Sunday,Foggy,Dark,State Highway,Wet,Police Checkpost,55,3
0,Minor,20:46,Thursday,Stormy,Dusk,Village Road,Dry,Signs,93,1
0,Minor,0:10,Sunday,Stormy,Dawn,State Highway,Under Construction,Signals,67,2
0,Fatal,9:40,Wednesday,Hazy,Dark,Village Road,Dry,Police Checkpost,51,3
0,Serious,4:39,Wednesday,Foggy,Daylight,National Highway,Wet,Signals,97,1
0,Minor,15:18,Tuesday,Stormy,Dark,Village Road,Damaged,Unknown,104,4
0,Serious,4:34,Thursday,Clear,Dawn,Village Road,Wet,Signs,46,4
1,Minor,22:34,Tuesday,Stormy,Dawn,National Highway,Wet,Signals,71,3
0,Minor,4:17,Tuesday,Foggy,Dark,Village Road,Dry,Unknown,59,1
0,Serious,12:54,Monday,Clear,Dawn,National Highway,Dry,Signals,62,4
0,Fatal,10:28,Tuesday,Rainy,Dusk,Urban Road,Dry,Unknown,45,2
0,Fatal,8:31,Monday,Rainy,Daylight,State Highway,Damaged,Signs,81,3
0,Serious,12:50,Tuesday,Stormy,Dawn,National Highway,Under Construction,Signals,119,1
0,Serious,18:57,Sunday,Rainy,Dusk,Village Road,Dry,Signs,74,4
0,Serious,3:35,Thursday,Stormy,Dusk,State Highway,Under Construction,Unknown,51,5
0,Minor,3:57,Friday,Stormy,Dark,National Highway,Wet,Signs,82,1
0,Minor,3:33,Thursday,Stormy,Dark,Urban Road,Under Construction,Unknown,31,3
0,Serious,2:7,Saturday,Foggy,Dawn,National Highway,Dry,Signs,88,4
0,Fatal,22:24,Friday,Hazy,Dark,Urban Road,Damaged,Unknown,105,1
1,Serious,13:40,Sunday,Hazy,Dawn,Urban Road,Damaged,Signs,62,2
1,Fatal,3:19,Wednesday,Hazy,Dark,Village Road,Under Construction,Police Checkpost,85,5
0,Serious,19:44,Wednesday,Rainy,Daylight,Village Road,Damaged,Signs,101,5
0,Serious,3:29,Monday,Rainy,Dusk,Urban Road,Damaged,Signals,35,5
0,Serious,5:57,Monday,Rainy,Dawn,Village Road,Wet,Signs,86,1
0,Serious,17:31,Tuesday,Foggy,Dawn,State Highway,Damaged,Police Checkpost,52,5
0,Fatal,16:59,Monday,Foggy,Dusk,National Highway,Under Construction,Signs,116,2
0,Minor,15:42,Thursday,Foggy,Dusk,Village Road,Wet,Signals,77,2
0,Fatal,0:11,Saturday,Stormy,Dark,Urban Road,Damaged,Unknown,81,5
0,Minor,2:35,Saturday,Rainy,Dawn,State Highway,Under Construction,Unknown,69,2
0,Minor,10:10,Wednesday,Rainy,Dawn,National Highway,Wet,Signs,37,2
0,Minor,17:55,Sunday,Hazy,Dusk,State Highway,Dry,Signals,31,4
0,Minor,20:7,Wednesday,Hazy,Daylight,Village Road,Damaged,Signs,119,4
0,Serious,17:43,Wednesday,Clear,Dark,National Highway,Wet,Unknown,120,3
0,Fatal,1:38,Thursday,Foggy,Dawn,Village Road,Wet,Unknown,45,3
0,Minor,4:28,Friday,Foggy,Dusk,Village Road,Under Construction,Signs,76,2
0,Minor,1:22,Tuesday,Foggy,Dark,Urban Road,Under Construction,Signals,76,5
0,Serious,21:34,Saturday,Rainy,Dark,National Highway,Wet,Signs,65,4
0,Fatal,12:50,Tuesday,Stormy,Dusk,Village Road,Dry,Police Checkpost,50,4
0,Serious,1:51,Wednesday,Hazy,Dusk,State Highway,Under Construction,Signals,94,4
0,Serious,21:11,Wednesday,Rainy,Daylight,National Highway,Dry,Signals,72,1
0,Fatal,22:41,Sunday,Hazy,Dawn,State Highway,Damaged,Signs,39,4
0,Serious,12:16,Tuesday,Stormy,Daylight,Urban Road,Wet,Signals,98,3
1,Fatal,20:29,Monday,Rainy,Daylight,State Highway,Dry,Police Checkpost,53,5
0,Serious,10:50,Thursday,Foggy,Dark,Urban Road,Damaged,Unknown,89,1
0,Serious,7:10,Sunday,Foggy,Dusk,Village Road,Under Construction,Signs,54,5
0,Minor,23:22,Friday,Rainy,Dusk,National Highway,Under Construction,Signs,84,1
0,Fatal,17:25,Thursday,Rainy,Dawn,Urban Road,Wet,Signs,113,1
0,Minor,5:2,Wednesday,Stormy,Dusk,Village Road,Damaged,Unknown,69,5
0,Serious,4:8,Wednesday,Rainy,Dusk,Village Road,Damaged,Signs,70,2
0,Fatal,21:14,Saturday,Clear,Dusk,Urban Road,Wet,Unknown,104,5
1,Serious,13:31,Friday,Foggy,Daylight,National Highway,Dry,Police Checkpost,86,1
0,Minor,21:32,Sunday,Stormy,Dusk,Urban Road,Damaged,Police Checkpost,45,4
0,Serious,6:23,Thursday,Stormy,Daylight,National Highway,Under Construction,Signals,85,1
0,Minor,7:25,Wednesday,Hazy,Daylight,State Highway,Dry,Signals,95,5
0,Fatal,1:7,Tuesday,Rainy,Dawn,Village Road,Under Construction,Signs,56,3
1,Serious,8:1,Thursday,Clear,Dusk,Urban Road,Under Construction,Police Checkpost,73,3
0,Serious,10:47,Thursday,Stormy,Daylight,Village Road,Damaged,Signals,35,5
0,Minor,7:15,Tuesday,Clear,Daylight,Urban Road,Wet,Unknown,115,4
0,Minor,16:37,Tuesday,Rainy,Daylight,National Highway,Under Construction,Signs,39,3
0,Minor,16:25,Friday,Foggy,Dawn,Village Road,Dry,Unknown,53,3
0,Fatal,3:56,Monday,Foggy,Dark,National Highway,Under Construction,Signals,106,3
0,Fatal,5:5,Monday,Hazy,Dusk,State Highway,Dry,Signals,42,3
0,Minor,3:46,Thursday,Foggy,Dusk,Village Road,Damaged,Police Checkpost,120,4
0,Minor,8:2,Monday,Rainy,Daylight,National Highway,Damaged,Signs,68,1
0,Minor,14:52,Saturday,Foggy,Dusk,Village Road,Dry,Signals,67,3
0,Serious,0:50,Saturday,Clear,Dark,Urban Road,Wet,Signs,71,1
1,Fatal,6:5,Monday,Stormy,Dawn,National Highway,Wet,Unknown,93,4
0,Fatal,23:33,Sunday,Hazy,Dawn,Village Road,Damaged,Unknown,41,5
1,Fatal,13:23,Saturday,Hazy,Dawn,State Highway,Dry,Unknown,65,1
1,Serious,4:41,Monday,Clear,Dusk,Village Road,Wet,Signs,111,3
0,Fatal,8:38,Wednesday,Rainy,Dark,Village Road,Under Construction,Unknown,70,1
0,Serious,0:24,Sunday,Hazy,Dawn,State Highway,Damaged,Unknown,88,2
0,Serious,12:52,Friday,Foggy,Daylight,State Highway,Dry,Unknown,102,2
0,Serious,4:28,Saturday,Hazy,Dusk,State Highway,Under Construction,Signals,39,5
0,Serious,18:7,Friday,Clear,Dawn,Urban Road,Under Construction,Signs,89,3
0,Serious,17:58,Tuesday,Hazy,Dark,National Highway,Dry,Police Checkpost,73,5
1,Minor,12:20,Saturday,Stormy,Dark,Village Road,Under Construction,Signs,70,3
1,Fatal,6:39,Wednesday,Clear,Dawn,State Highway,Damaged,Signs,103,1
0,Minor,2:25,Saturday,Hazy,Daylight,Village Road,Wet,Police Checkpost,102,5
0,Fatal,3:7,Sunday,Clear,Dusk,State Highway,Dry,Signals,98,5
1,Fatal,8:7,Monday,Hazy,Dawn,Village Road,Under Construction,Signals,104,1
0,Serious,12:11,Friday,Clear,Dusk,Urban Road,Under Construction,Police Checkpost,45,1
1,Serious,16:55,Thursday,Clear,Dawn,Village Road,Damaged,Signs,108,2
0,Minor,15:35,Wednesday,Rainy,Daylight,Village Road,Under Construction,Unknown,55,1
0,Fatal,12:40,Thursday,Stormy,Daylight,Urban Road,Under Construction,Signs,90,5
0,Serious,20:0,Sunday,Rainy,Dusk,Urban Road,Dry,Police Checkpost,84,1
0,Serious,7:13,Monday,Stormy,Dark,Village Road,Under Construction,Unknown,104,2
0,Serious,1:10,Friday,Stormy,Dark,National Highway,Dry,Police Checkpost,104,4
0,Fatal,0:37,Monday,Stormy,Daylight,National Highway,Dry,Signs,87,4
0,Serious,0:0,Tuesday,Clear,Dawn,Village Road,Dry,Police Checkpost,37,2
0,Serious,1:37,Sunday,Stormy,Dusk,National Highway,Dry,Signals,35,3
0,Minor,19:41,Friday,Clear,Dawn,State Highway,Wet,Police Checkpost,31,1
0,Serious,14:58,Thursday,Hazy,Daylight,National Highway,Under Construction,Police Checkpost,56,1
0,Serious,9:2,Saturday,Hazy,Dawn,State Highway,Under Construction,Unknown,112,4
0,Minor,16:28,Sunday,Hazy,Daylight,Village Road,Under Construction,Signs,89,2
0,Fatal,3:4,Friday,Rainy,Daylight,National Highway,Under Construction,Police Checkpost,30,2
0,Serious,21:5,Saturday,Foggy,Dawn,Urban Road,Under Construction,Signals,98,4
0,Serious,21:46,Sunday,Foggy,Dawn,National Highway,Dry,Signals,67,1
0,Fatal,4:34,Monday,Stormy,Dark,National Highway,Damaged,Signals,109,4
1,Minor,15:51,Saturday,Foggy,Dawn,Village Road,Dry,Signs,111,4
0,Fatal,10:54,Thursday,Clear,Dawn,State Highway,Dry,Police Checkpost,36,3
0,Serious,17:42,Tuesday,Stormy,Dawn,Urban Road,Damaged,Signs,99,5
0,Serious,6:5,Friday,Foggy,Dawn,Village Road,Dry,Police Checkpost,80,3
1,Minor,10:15,Saturday,Hazy,Dusk,State Highway,Under Construction,Police Checkpost,90,5
0,Minor,20:40,Friday,Hazy,Daylight,Village Road,Damaged,Unknown,38,1
0,Minor,7:30,Sunday,Rainy,Daylight,Village Road,Dry,Signals,64,2
0,Fatal,8:14,Sunday,Hazy,Daylight,National Highway,Wet,Police Checkpost,81,5
0,Minor,1:5,Friday,Rainy,Daylight,Urban Road,Dry,Signals,47,1
0,Fatal,14:1,Wednesday,Rainy,Dark,Village Road,Damaged,Police Checkpost,37,5
0,Serious,10:30,Saturday,Clear,Dark,State Highway,Dry,Unknown,111,1
0,Fatal,16:57,Saturday,Hazy,Dusk,National Highway,Damaged,Unknown,111,1
0,Minor,16:53,Tuesday,Rainy,Dusk,National Highway,Wet,Police Checkpost,80,1
0,Minor,5:13,Tuesday,Clear,Dark,National Highway,Wet,Unknown,34,2
0,Serious,19:19,Friday,Rainy,Dusk,Urban Road,Under Construction,Signals,94,1
0,Fatal,15:19,Tuesday,Rainy,Daylight,National Highway,Wet,Signals,94,1
0,Fatal,6:44,Saturday,Stormy,Dark,National Highway,Dry,Signs,69,3
0,Serious,0:28,Sunday,Clear,Dusk,Village Road,Damaged,Unknown,36,2
1,Serious,22:2,Friday,Stormy,Daylight,National Highway,Dry,Signs,117,3
0,Minor,7:11,Sunday,Clear,Dark,Urban Road,Dry,Signals,120,1
0,Serious,8:59,Tuesday,Rainy,Dark,Village Road,Damaged,Unknown,115,5
0,Fatal,1:43,Tuesday,Rainy,Dark,Village Road,Under Construction,Signs,66,4
0,Minor,22:5,Saturday,Rainy,Dusk,State Highway,Under Construction,Signals,90,4
0,Fatal,20:15,Friday,Foggy,Dark,State Highway,Under Construction,Unknown,49,5
1,Serious,6:58,Saturday,Foggy,Dark,National Highway,Dry,Signals,101,5
0,Serious,11:9,Saturday,Foggy,Dawn,State Highway,Dry,Signs,89,2
0,Minor,17:24,Tuesday,Rainy,Dawn,State Highway,Damaged,Signs,45,4
0,Serious,22:51,Monday,Clear,Dawn,State Highway,Under Construction,Police Checkpost,90,2
1,Serious,21:7,Wednesday,Rainy,Dusk,National Highway,Dry,Signals,61,5
0,Minor,2:32,Tuesday,Foggy,Dark,Urban Road,Wet,Signs,47,4
0,Fatal,19:12,Monday,Foggy,Dusk,Village Road,Under Construction,Signals,116,1
0,Minor,16:9,Monday,Stormy,Daylight,Urban Road,Dry,Unknown,47,4
1,Minor,17:37,Monday,Rainy,Dark,State Highway,Dry,Unknown,43,4
0,Minor,14:30,Thursday,Rainy,Daylight,Urban Road,Wet,Unknown,65,2
0,Minor,11:48,Saturday,Hazy,Dawn,National Highway,Under Construction,Signals,82,1
0,Fatal,7:37,Saturday,Hazy,Daylight,Village Road,Dry,Signs,47,1
0,Fatal,3:44,Saturday,Hazy,Dusk,Urban Road,Dry,Police Checkpost,95,3
0,Minor,17:17,Wednesday,Hazy,Daylight,Village Road,Under Construction,Signals,64,3
0,Serious,2:58,Saturday,Rainy,Dark,Urban Road,Damaged,Signals,47,3
1,Serious,8:21,Sunday,Stormy,Dawn,Urban Road,Under Construction,Signs,77,4
1,Minor,13:0,Monday,Rainy,Dusk,Urban Road,Wet,Police Checkpost,35,3
0,Fatal,12:3,Saturday,Foggy,Dark,Village Road,Damaged,Police Checkpost,54,2
1,Fatal,14:33,Sunday,Stormy,Daylight,Village Road,Wet,Police Checkpost,64,2
0,Serious,23:21,Thursday,Rainy,Dark,State Highway,Under Construction,Signs,56,4
1,Minor,10:30,Saturday,Rainy,Dusk,Urban Road,Damaged,Police Checkpost,96,1
1,Minor,1:10,Wednesday,Foggy,Daylight,Village Road,Dry,Signals,38,2
0,Fatal,13:10,Saturday,Stormy,Dusk,National Highway,Under Construction,Unknown,120,5
0,Minor,0:0,Friday,Stormy,Daylight,Village Road,Under Construction,Unknown,34,3
0,Minor,17:21,Friday,Hazy,Dawn,State Highway,Under Construction,Police Checkpost,53,1
0,Fatal,0:15,Tuesday,Clear,Daylight,Urban Road,Dry,Police Checkpost,37,4
0,Serious,16:22,Tuesday,Foggy,Daylight,Urban Road,Damaged,Signals,42,5
0,Fatal,16:48,Sunday,Hazy,Daylight,State Highway,Dry,Signals,53,4
0,Serious,3:28,Sunday,Hazy,Dusk,Urban Road,Damaged,Signs,35,3
0,Serious,22:36,Sunday,Foggy,Dawn,State Highway,Wet,Unknown,68,5
0,Minor,21:33,Wednesday,Clear,Dawn,Urban Road,Wet,Police Checkpost,110,5
0,Fatal,16:37,Wednesday,Stormy,Daylight,National Highway,Damaged,Signs,113,4
0,Minor,23:44,Thursday,Foggy,Dusk,National Highway,Dry,Signals,43,5
0,Minor,19:18,Saturday,Rainy,Dawn,National Highway,Dry,Unknown,43,5
0,Minor,1:22,Wednesday,Hazy,Dusk,State Highway,Dry,Signals,102,4
0,Serious,13:33,Tuesday,Hazy,Daylight,State Highway,Under Construction,Police Checkpost,89,1
0,Fatal,1:48,Tuesday,Hazy,Daylight,National Highway,Dry,Unknown,101,4
0,Fatal,7:59,Tuesday,Stormy,Daylight,Village Road,Under Construction,Unknown,45,2
0,Serious,18:47,Friday,Rainy,Dusk,Village Road,Under Construction,Police Checkpost,82,1
0,Fatal,9:8,Saturday,Rainy,Dusk,State Highway,Under Construction,Unknown,104,3
0,Serious,7:45,Friday,Stormy,Dark,Village Road,Dry,Police Checkpost,41,4
1,Serious,23:34,Tuesday,Stormy,Dark,Village Road,Wet,Signs,109,2
0,Serious,12:41,Tuesday,Clear,Dawn,Village Road,Under Construction,Signs,49,2
0,Serious,22:9,Friday,Rainy,Dusk,National Highway,Wet,Signals,31,5
0,Serious,5:20,Tuesday,Hazy,Dusk,National Highway,Dry,Signs,31,2
0,Serious,1:33,Friday,Foggy,Dark,National Highway,Under Construction,Signals,40,4
0,Minor,6:3,Friday,Clear,Daylight,Urban Road,Damaged,Police Checkpost,39,4
0,Serious,8:56,Thursday,Stormy,Dusk,Village Road,Under Construction,Signals,31,4
0,Minor,8:6,Wednesday,Stormy,Dusk,State Highway,Under Construction,Police Checkpost,113,5
1,Minor,9:39,Sunday,Stormy,Dawn,Village Road,Dry,Signs,90,3
1,Fatal,1:47,Sunday,Stormy,Dusk,National Highway,Dry,Police Checkpost,67,3
1,Fatal,12:7,Saturday,Hazy,Dark,Village Road,Under Construction,Unknown,117,2
0,Minor,2:27,Friday,Clear,Dusk,National Highway,Dry,Unknown,118,5
0,Minor,11:42,Sunday,Hazy,Daylight,Urban Road,Damaged,Signs,92,5
0,Fatal,21:52,Saturday,Clear,Dark,State Highway,Damaged,Signs,95,1
0,Serious,20:39,Wednesday,Stormy,Dawn,Village Road,Under Construction,Police Checkpost,95,1
0,Serious,14:14,Friday,Clear,Dark,National Highway,Damaged,Police Checkpost,78,1
0,Minor,15:54,Sunday,Hazy,Dusk,National Highway,Under Construction,Signals,65,3
